sentiment,news
pos,Cision says the sale will return its U.K. operation to profitability .
pos,"Citigroup , Inc ( NYSE : C ) has announced that its Global Transaction Services ( GTS ) business has been awarded a new mandate by Finland-based Pohjola Bank Group ."
pos,"Comptel , a vendor of dynamic Operations Support System ( OSS ) software , has been selected by Orascom Telecom ( OTH ) as partner for provisioning and activation solutions for mobile services ."
pos,"Department store sales improved by 14 % to EUR 1,070.6 mn ."
pos,DMASIA-16 August 2006-Benefon extends manufacturing capability with ASMobile -_ 2006 Digitalmediaasia.com & DMA Ltd. .
pos,"Finland 's national carrier Finnair PLC carried a record 8.5 million passengers in 2005 , an increase of 4.5 percent on the previous year , the airline reported Tuesday ."
pos,"Finnair PLC carried a record 8.8 million passengers in 2006 , an increase of 3.5 percent on the previous year , the Finnish national carrier reported Tuesday ."
pos,"Finnish consulting and engineering group Poyry Plc ( OMX Helsinki : POY ) said on Wednesday ( 1 October ) that it has been awarded a contract by Tanqia Dibba FZC as owner-engineer for the wastewater system of Dibba , Emirate of Fujairah , UAE ."
pos,"Finnish financial solutions developer Basware Corporation ( OMX Helsinki BAS1V ) said on Tuesday ( 23 September ) that it will deliver a complete Invoice Automation solution to a large US engineering , construction and technical services organization ."
pos,Finnish handling systems company Cargotec Oyj ( HEL : CGCBV ) said today that it won a EUR 13 million ( USD 16.6 m ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping .
pos,Finnish operator Elisa and Aker Yards have signed a long-term service deal through which Elisa will deliver all necessary voice and data services for Aker Yards in Finland .
pos,"Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7 , 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg , western Sweden ."
pos,"Fiskars has a strong portfolio of international brands , which include Fiskars , Iittala , Gerber , Silva and Buster ."
pos,"For Teleste , the acquisition marks an entry into services business in a market where it has long been an established and significant supplier of products ."
pos,"Forestries were also higher , driven by yesterday 's bullish analyst comment on Stora Enso in Dagens Industri , dealers said ."
pos,"Furthermore , efficiency improvement measures initiated earlier are now bearing fruit , '' CEO Jan Lang said ."
pos,Global Banking News - 28 September 2010 Tieto Corporation and Pohjola Bank ( PINK : POJLF ) are to cooperate on SWIFT services .
pos,Hearst will be able to consolidate about 20 % of all Russian market for advertising in press after the purchase .
pos,"Helsingin Uutiset , Vantaan Sanomat and Lansivayla reach some 385,000 readers , or more than 40 % of the consumers in the greater Helsinki region ."
pos,"HELSINKI ( AFX ) - Metso said it will upgrade one of UPM-Kymmene 's four paper machines at the latter 's mill in Jaemsaenkoski with a new coating color supply system , machine and process controls and quality measurements ."
pos,"However , Simdax will remain available in the markets where it already has been approved as it has marketing authorisations or submitted applications in more than 40 countries , Orion added ."
pos,"However , the broker gave an `` outperform '' recommendation on the stock ."
pos,"However , the total orders received will still be above last year s levels ."
pos,"In accordance with our strategy , we strengthened our local presence by establishing a representative office in South Africa in October ."
pos,"In addition , Lehdentekijat Oy will start producing a new membership magazine , Viisas Raha ( Wise Money ) for the Association ."
pos,"In future , the company intends to look for know-how from outside the company and to cooperate with other actors in the sector ."
pos,Industry Investment is very interested in Glaston 's solar energy projects .
pos,It is now the leading private road ambulance service company in Finland .
pos,"Known as Post Bank , the concept would see Fidelity Bank rolling out 75 offices in Ghana Post premises , to provide financial services to the people ."
pos,"Kone 's factory located at Ayanambakkam , a suburb to the west of Chennai , is a fully integrated facility which gives it the capability to address costs ."
pos,Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .
pos,"( ADP News ) - Oct 1 , 2008 - Finnish consulting and engineering company Poyry Oyj ( OMX : POY1V ) said today it was awarded a EUR 5.2 million ( USD 7.4 m ) extension to their existing consultancy engineering contract with Venezuel"
pos,"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2"
pos,"( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te"
pos,"Meanwhile , Electrowatt-Ekono Philippines , Inc. was also awarded a three-year operation and maintenance ( O&M ) contract by FR Cement Corporation ."
pos,"Meanwhile , Nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout ."
pos,"Nevertheless , Fitch notes that the business fundamentals of the three banks currently remain sound ."
pos,"Nokia controls more than 50 percent of phone sales in India and Africa , and has a strong prosition on most other emerging markets ."
pos,NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation wins EUR50m equipment order in Australia -_ 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment order in Australia .
pos,"Of the sales price , a sales gain of some 3.1 mln euro ( $ 4.5 mln ) will be recognized in Incap 's earnings for 2007 ."
pos,Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .
pos,Panostaja Oyj s ( Panostaja ) Board of Directors decided on 16 December 2010 on a new long-term incentive and commitment plan for members of the management team .
pos,"Pioneer Library System was one of 127 libraries , municipalities , arts , culture and higher education and science organizations to have been awarded grants to participate in The Big Read , the largest federal reading program in U.S. history ."
pos,Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .
pos,"Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period ."
pos,Raute Corporation has received orders worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .
pos,"Recovery has been evident in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia ."
pos,"Sales improved to SEK 1,553 mn , compared with SEK 1,408 mn ."
pos,"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery ."
pos,SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150 .
pos,Sony Ericsson and Nokia dominated the list of best-selling handsets with five models each .
pos,"Speaking to just-drinks today , a spokesperson for Olvi said : `` We have performed very well in all four countries we operate in - namely , Finland , Estonia , Latvia and Lithuania . ''"
pos,Sports equipment sales also progressed well owing to the prolonged winter season .
pos,Stockmann MasterCard has widened the scope of this cooperation to Estonia and Latvia .
pos,TELE2 Affarsvarlden gave a `` buy '' recommendation on mobile operator Tele2 AB and a share price target of 142 crowns ( $ 23.54 - 15.19 euro ) .
pos,That topped consensus forecasts for earnings of 0.21 euros a share .
pos,The acquisition of Kaupthing Sverige will bring a significant pos non-recurring addition to the group 's performance .
pos,The acquisition will have an immediate pos impact on Aspocomp 's financial result .
pos,The amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the Company .
pos,"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil ."
pos,"The broker has initiated both Palfinger AG and Konecranes OYJ with ` buy ' recommendations , with 51 and 42 eur price targets respectively ."
pos,"The buyer aims to thus reinforce its position in Denmark , Martela Group managing director Heikki Martela said ."
pos,The companies have agreed on long-term cooperation to mechanise harvesting in Stora Enso 's eucalyptus plantations in Southern China .
pos,The company aims to maintain this trend in profitability during the current year .
pos,The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .
